,N,Delta,Alpha
657,50,0.8288288288288288,0.11499999999999999
658,50,0.8293293293293293,0.11399999999999999
659,50,0.8298298298298299,0.124
660,50,0.8303303303303303,0.13
661,50,0.8308308308308308,0.11099999999999999
662,50,0.8313313313313313,0.121
663,50,0.8318318318318318,0.123
664,50,0.8323323323323324,0.124
665,50,0.8328328328328328,0.12
666,50,0.8333333333333333,0.11299999999999999
667,50,0.8338338338338338,0.123
668,50,0.8343343343343343,0.11199999999999999
669,50,0.8348348348348349,0.139
670,50,0.8353353353353353,0.122
671,50,0.8358358358358358,0.128
672,50,0.8363363363363363,0.124
673,50,0.8368368368368369,0.16800000000000004
674,50,0.8373373373373374,0.14700000000000002
675,50,0.8378378378378378,0.14500000000000002
676,50,0.8383383383383383,0.139
677,50,0.8388388388388388,0.11399999999999999
678,50,0.8393393393393394,0.124
679,50,0.8398398398398399,0.14600000000000002
680,50,0.8403403403403403,0.119
681,50,0.8408408408408408,0.15200000000000002
682,50,0.8413413413413413,0.118
683,50,0.8418418418418419,0.128
684,50,0.8423423423423424,0.15600000000000003
685,50,0.8428428428428428,0.15400000000000003
686,50,0.8433433433433433,0.137
687,50,0.8438438438438438,0.14
688,50,0.8443443443443444,0.137
689,50,0.8448448448448449,0.121
690,50,0.8453453453453453,0.138
691,50,0.8458458458458458,0.15700000000000003
692,50,0.8463463463463463,0.14900000000000002
693,50,0.8468468468468469,0.17000000000000004
694,50,0.8473473473473474,0.129
695,50,0.8478478478478478,0.14400000000000002
696,50,0.8483483483483483,0.14900000000000002
697,50,0.8488488488488488,0.129
698,50,0.8493493493493494,0.16500000000000004
699,50,0.8498498498498499,0.16100000000000003
700,50,0.8503503503503503,0.17800000000000005
701,50,0.8508508508508508,0.17700000000000005
702,50,0.8513513513513513,0.15900000000000003
703,50,0.8518518518518519,0.139
704,50,0.8523523523523524,0.16400000000000003
705,50,0.8528528528528528,0.15800000000000003
706,50,0.8533533533533533,0.16700000000000004
707,50,0.8538538538538538,0.15500000000000003
708,50,0.8543543543543544,0.15500000000000003
709,50,0.8548548548548549,0.17100000000000004
710,50,0.8553553553553553,0.15200000000000002
711,50,0.8558558558558558,0.15600000000000003
712,50,0.8563563563563563,0.16600000000000004
713,50,0.8568568568568569,0.16700000000000004
714,50,0.8573573573573574,0.137
715,50,0.8578578578578578,0.16400000000000003
716,50,0.8583583583583583,0.17900000000000005
717,50,0.8588588588588588,0.18899999999999995
718,50,0.8593593593593594,0.16700000000000004
719,50,0.8598598598598599,0.18300000000000005
720,50,0.8603603603603603,0.16900000000000004
721,50,0.8608608608608608,0.18200000000000005
722,50,0.8613613613613613,0.18100000000000005
723,50,0.8618618618618619,0.18400000000000005
724,50,0.8623623623623624,0.18200000000000005
725,50,0.8628628628628628,0.18799999999999994
726,50,0.8633633633633633,0.18000000000000005
727,50,0.8638638638638638,0.19399999999999995
728,50,0.8643643643643644,0.18200000000000005
729,50,0.8648648648648649,0.19699999999999995
730,50,0.8653653653653653,0.18799999999999994
731,50,0.8658658658658658,0.18999999999999995
732,50,0.8663663663663663,0.19099999999999995
733,50,0.8668668668668669,0.21099999999999997
734,50,0.8673673673673674,0.20799999999999996
735,50,0.8678678678678678,0.21299999999999997
736,50,0.8683683683683684,0.20299999999999996
737,50,0.8688688688688688,0.19899999999999995
738,50,0.8693693693693694,0.20299999999999996
739,50,0.8698698698698699,0.20399999999999996
740,50,0.8703703703703703,0.18000000000000005
741,50,0.8708708708708709,0.20399999999999996
742,50,0.8713713713713713,0.21799999999999997
743,50,0.8718718718718719,0.20399999999999996
744,50,0.8723723723723724,0.20799999999999996
745,50,0.8728728728728729,0.20499999999999996
746,50,0.8733733733733734,0.20099999999999996
747,50,0.8738738738738738,0.22199999999999998
748,50,0.8743743743743744,0.21899999999999997
749,50,0.8748748748748749,0.20299999999999996
750,50,0.8753753753753754,0.18999999999999995
751,50,0.8758758758758759,0.24
752,50,0.8763763763763763,0.21799999999999997
753,50,0.8768768768768769,0.19699999999999995
754,50,0.8773773773773774,0.20999999999999996
755,50,0.8778778778778779,0.21999999999999997
756,50,0.8783783783783784,0.22799999999999998
757,50,0.8788788788788788,0.20099999999999996
758,50,0.8793793793793794,0.23199999999999998
759,50,0.8798798798798799,0.21399999999999997
760,50,0.8803803803803804,0.22299999999999998
761,50,0.8808808808808809,0.236
762,50,0.8813813813813813,0.20499999999999996
763,50,0.8818818818818819,0.241
764,50,0.8823823823823824,0.21899999999999997
765,50,0.8828828828828829,0.248
766,50,0.8833833833833834,0.23199999999999998
767,50,0.8838838838838838,0.236
768,50,0.8843843843843844,0.245
769,50,0.8848848848848849,0.23299999999999998
770,50,0.8853853853853854,0.22299999999999998
771,50,0.8858858858858859,0.272
772,50,0.8863863863863863,0.243
773,50,0.8868868868868869,0.246
774,50,0.8873873873873874,0.23099999999999998
775,50,0.8878878878878879,0.257
776,50,0.8883883883883884,0.241
777,50,0.8888888888888888,0.22699999999999998
778,50,0.8893893893893894,0.251
779,50,0.8898898898898899,0.251
780,50,0.8903903903903904,0.248
781,50,0.8908908908908909,0.272
782,50,0.8913913913913913,0.263
783,50,0.8918918918918919,0.268
784,50,0.8923923923923924,0.261
785,50,0.8928928928928929,0.28200000000000003
786,50,0.8933933933933934,0.276
787,50,0.8938938938938938,0.28300000000000003
788,50,0.8943943943943944,0.269
789,50,0.8948948948948949,0.28300000000000003
790,50,0.8953953953953954,0.278
791,50,0.8958958958958959,0.28500000000000003
792,50,0.8963963963963963,0.28
793,50,0.8968968968968969,0.28800000000000003
794,50,0.8973973973973974,0.271
795,50,0.8978978978978979,0.30200000000000005
796,50,0.8983983983983984,0.29900000000000004
797,50,0.8988988988988988,0.31000000000000005
798,50,0.8993993993993994,0.276
799,50,0.8998998998998999,0.28500000000000003
800,50,0.9004004004004004,0.28600000000000003
801,50,0.9009009009009009,0.275
802,50,0.9014014014014013,0.29900000000000004
803,50,0.9019019019019019,0.29600000000000004
804,50,0.9024024024024024,0.30100000000000005
805,50,0.902902902902903,0.31200000000000006
806,50,0.9034034034034034,0.29200000000000004
807,50,0.9039039039039038,0.30900000000000005
808,50,0.9044044044044044,0.32899999999999996
809,50,0.9049049049049049,0.29900000000000004
810,50,0.9054054054054055,0.28400000000000003
811,50,0.9059059059059059,0.32499999999999996
812,50,0.9064064064064064,0.28900000000000003
813,50,0.9069069069069069,0.32699999999999996
814,50,0.9074074074074074,0.32399999999999995
815,50,0.907907907907908,0.28800000000000003
816,50,0.9084084084084084,0.32399999999999995
817,50,0.9089089089089089,0.31999999999999995
818,50,0.9094094094094094,0.32299999999999995
819,50,0.9099099099099099,0.33099999999999996
820,50,0.9104104104104105,0.33299999999999996
821,50,0.9109109109109109,0.32899999999999996
822,50,0.9114114114114114,0.368
823,50,0.9119119119119119,0.352
824,50,0.9124124124124124,0.31200000000000006
825,50,0.912912912912913,0.349
826,50,0.9134134134134134,0.34199999999999997
827,50,0.9139139139139139,0.33399999999999996
828,50,0.9144144144144144,0.349
829,50,0.914914914914915,0.348
830,50,0.9154154154154155,0.361
831,50,0.9159159159159159,0.351
832,50,0.9164164164164164,0.31699999999999995
833,50,0.9169169169169169,0.33899999999999997
834,50,0.9174174174174174,0.369
835,50,0.917917917917918,0.349
836,50,0.9184184184184184,0.35
837,50,0.9189189189189189,0.363
838,50,0.9194194194194194,0.375
839,50,0.91991991991992,0.387
840,50,0.9204204204204205,0.369
841,50,0.9209209209209209,0.344
842,50,0.9214214214214214,0.357
843,50,0.9219219219219219,0.399
844,50,0.9224224224224224,0.41600000000000004
845,50,0.922922922922923,0.39
846,50,0.9234234234234234,0.374
847,50,0.9239239239239239,0.396
848,50,0.9244244244244244,0.387
849,50,0.924924924924925,0.41600000000000004
850,50,0.9254254254254255,0.381
851,50,0.9259259259259259,0.389
852,50,0.9264264264264264,0.41700000000000004
853,50,0.9269269269269269,0.39
854,50,0.9274274274274275,0.386
855,50,0.927927927927928,0.395
856,50,0.9284284284284284,0.44599999999999995
857,50,0.9289289289289289,0.42500000000000004
858,50,0.9294294294294294,0.388
859,50,0.92992992992993,0.405
860,50,0.9304304304304305,0.42800000000000005
861,50,0.9309309309309309,0.40800000000000003
862,50,0.9314314314314314,0.396
863,50,0.9319319319319319,0.402
864,50,0.9324324324324325,0.401
865,50,0.932932932932933,0.43000000000000005
866,50,0.9334334334334334,0.43300000000000005
867,50,0.9339339339339339,0.43000000000000005
868,50,0.9344344344344344,0.44899999999999995
869,50,0.934934934934935,0.43100000000000005
870,50,0.9354354354354355,0.42000000000000004
871,50,0.9359359359359359,0.44699999999999995
872,50,0.9364364364364364,0.44399999999999995
873,50,0.9369369369369369,0.44799999999999995
874,50,0.9374374374374375,0.45499999999999996
875,50,0.937937937937938,0.45899999999999996
876,50,0.9384384384384384,0.43700000000000006
877,50,0.9389389389389389,0.45299999999999996
878,50,0.9394394394394394,0.46499999999999997
879,50,0.93993993993994,0.46199999999999997
880,50,0.9404404404404405,0.46599999999999997
881,50,0.9409409409409409,0.47
882,50,0.9414414414414414,0.473
883,50,0.9419419419419419,0.48
884,50,0.9424424424424425,0.46799999999999997
885,50,0.942942942942943,0.488
886,50,0.9434434434434434,0.511
887,50,0.9439439439439439,0.506
888,50,0.9444444444444444,0.493
889,50,0.944944944944945,0.509
890,50,0.9454454454454455,0.476
891,50,0.9459459459459459,0.499
892,50,0.9464464464464464,0.488
893,50,0.9469469469469469,0.511
894,50,0.9474474474474475,0.512
895,50,0.947947947947948,0.521
896,50,0.9484484484484484,0.52
897,50,0.9489489489489489,0.476
898,50,0.9494494494494494,0.509
899,50,0.94994994994995,0.5529999999999999
900,50,0.9504504504504505,0.513
901,50,0.950950950950951,0.5740000000000001
902,50,0.9514514514514514,0.52
903,50,0.9519519519519519,0.5740000000000001
904,50,0.9524524524524525,0.5329999999999999
905,50,0.952952952952953,0.532
906,50,0.9534534534534534,0.562
907,50,0.9539539539539539,0.569
908,50,0.9544544544544544,0.516
909,50,0.954954954954955,0.5720000000000001
910,50,0.9554554554554555,0.577
911,50,0.955955955955956,0.565
912,50,0.9564564564564564,0.5780000000000001
913,50,0.9569569569569569,0.55
914,50,0.9574574574574575,0.5900000000000001
915,50,0.957957957957958,0.602
916,50,0.9584584584584585,0.565
917,50,0.9589589589589589,0.604
918,50,0.9594594594594594,0.585
919,50,0.95995995995996,0.5860000000000001
920,50,0.9604604604604605,0.606
921,50,0.960960960960961,0.607
922,50,0.9614614614614614,0.617
923,50,0.9619619619619619,0.642
924,50,0.9624624624624625,0.589
925,50,0.962962962962963,0.615
926,50,0.9634634634634635,0.591
927,50,0.9639639639639639,0.619
928,50,0.9644644644644644,0.6579999999999999
929,50,0.964964964964965,0.638
930,50,0.9654654654654655,0.64
931,50,0.965965965965966,0.625
932,50,0.9664664664664664,0.654
933,50,0.9669669669669669,0.669
934,50,0.9674674674674675,0.6619999999999999
935,50,0.967967967967968,0.6619999999999999
936,50,0.9684684684684685,0.647
937,50,0.9689689689689689,0.6699999999999999
938,50,0.9694694694694694,0.652
939,50,0.96996996996997,0.652
940,50,0.9704704704704705,0.685
941,50,0.970970970970971,0.645
942,50,0.9714714714714714,0.673
943,50,0.9719719719719719,0.6619999999999999
944,50,0.9724724724724725,0.6990000000000001
945,50,0.972972972972973,0.6819999999999999
946,50,0.9734734734734735,0.7070000000000001
947,50,0.9739739739739739,0.692
948,50,0.9744744744744744,0.696
949,50,0.974974974974975,0.745
950,50,0.9754754754754755,0.714
951,50,0.975975975975976,0.7070000000000001
952,50,0.9764764764764764,0.72
953,50,0.9769769769769769,0.735
954,50,0.9774774774774775,0.741
955,50,0.977977977977978,0.737
956,50,0.9784784784784785,0.743
957,50,0.9789789789789789,0.763
958,50,0.9794794794794794,0.75
959,50,0.97997997997998,0.755
960,50,0.9804804804804805,0.744
961,50,0.980980980980981,0.751
962,50,0.9814814814814814,0.766
963,50,0.9819819819819819,0.772
964,50,0.9824824824824825,0.785
965,50,0.982982982982983,0.78
966,50,0.9834834834834835,0.771
967,50,0.9839839839839839,0.8160000000000001
968,50,0.9844844844844844,0.793
969,50,0.984984984984985,0.798
970,50,0.9854854854854855,0.796
971,50,0.985985985985986,0.815
972,50,0.9864864864864864,0.8160000000000001
973,50,0.986986986986987,0.817
974,50,0.9874874874874875,0.837
975,50,0.987987987987988,0.832
976,50,0.9884884884884885,0.8260000000000001
977,50,0.9889889889889889,0.85
978,50,0.9894894894894894,0.846
979,50,0.98998998998999,0.841
980,50,0.9904904904904905,0.852
981,50,0.990990990990991,0.872
982,50,0.9914914914914914,0.881
983,50,0.991991991991992,0.878
984,50,0.9924924924924925,0.906
985,50,0.992992992992993,0.877
986,50,0.9934934934934935,0.91
987,50,0.9939939939939939,0.911
988,50,0.9944944944944945,0.918
989,50,0.994994994994995,0.917
990,50,0.9954954954954955,0.938
991,50,0.995995995995996,0.942
992,50,0.9964964964964965,0.947
993,50,0.996996996996997,0.953
994,50,0.9974974974974975,0.972
995,50,0.997997997997998,0.973
996,50,0.9984984984984985,0.977
997,50,0.998998998998999,0.976
998,50,0.9994994994994995,0.989
999,50,1.0,1.0
1000,100,0.5,0.0
1001,100,0.5005005005005005,0.0
1002,100,0.501001001001001,0.0
1003,100,0.5015015015015015,0.0
1004,100,0.502002002002002,0.0
1005,100,0.5025025025025025,0.0
1006,100,0.503003003003003,0.0
1007,100,0.5035035035035035,0.0
1008,100,0.504004004004004,0.0
1009,100,0.5045045045045045,0.0
1010,100,0.505005005005005,0.0
1011,100,0.5055055055055055,0.0
1012,100,0.506006006006006,0.0
1013,100,0.5065065065065065,0.0
1014,100,0.507007007007007,0.0
1015,100,0.5075075075075075,0.0
1016,100,0.508008008008008,0.0
1017,100,0.5085085085085085,0.0
1018,100,0.509009009009009,0.0
1019,100,0.5095095095095095,0.0
1020,100,0.51001001001001,0.0
1021,100,0.5105105105105106,0.0
1022,100,0.511011011011011,0.0
1023,100,0.5115115115115115,0.0
1024,100,0.512012012012012,0.0
1025,100,0.5125125125125125,0.0
1026,100,0.513013013013013,0.0
1027,100,0.5135135135135135,0.0
1028,100,0.514014014014014,0.0
1029,100,0.5145145145145145,0.0
1030,100,0.515015015015015,0.0
1031,100,0.5155155155155156,0.0
1032,100,0.516016016016016,0.0
1033,100,0.5165165165165165,0.0
1034,100,0.517017017017017,0.0
1035,100,0.5175175175175175,0.0
1036,100,0.5180180180180181,0.0
1037,100,0.5185185185185185,0.0
1038,100,0.519019019019019,0.0
1039,100,0.5195195195195195,0.0
1040,100,0.52002002002002,0.0
1041,100,0.5205205205205206,0.0
1042,100,0.521021021021021,0.0
1043,100,0.5215215215215215,0.0
1044,100,0.522022022022022,0.0
1045,100,0.5225225225225225,0.0
1046,100,0.5230230230230231,0.0
1047,100,0.5235235235235235,0.0
1048,100,0.524024024024024,0.0
1049,100,0.5245245245245245,0.0
1050,100,0.525025025025025,0.0
1051,100,0.5255255255255256,0.0
1052,100,0.526026026026026,0.0
1053,100,0.5265265265265265,0.0
1054,100,0.527027027027027,0.0
1055,100,0.5275275275275275,0.0
1056,100,0.5280280280280281,0.0
1057,100,0.5285285285285285,0.0
1058,100,0.529029029029029,0.0
1059,100,0.5295295295295295,0.0
1060,100,0.53003003003003,0.0
1061,100,0.5305305305305306,0.0
1062,100,0.531031031031031,0.0
1063,100,0.5315315315315315,0.0
1064,100,0.532032032032032,0.0
1065,100,0.5325325325325325,0.0
1066,100,0.5330330330330331,0.0
1067,100,0.5335335335335335,0.0
1068,100,0.534034034034034,0.0
1069,100,0.5345345345345345,0.0
1070,100,0.535035035035035,0.0
1071,100,0.5355355355355356,0.0
1072,100,0.536036036036036,0.0
1073,100,0.5365365365365365,0.0
1074,100,0.537037037037037,0.0
1075,100,0.5375375375375375,0.0
1076,100,0.5380380380380381,0.0
1077,100,0.5385385385385385,0.0
1078,100,0.539039039039039,0.0
1079,100,0.5395395395395395,0.0010000000000000009
1080,100,0.54004004004004,0.0
1081,100,0.5405405405405406,0.0
1082,100,0.541041041041041,0.0
1083,100,0.5415415415415415,0.0
1084,100,0.542042042042042,0.0
1085,100,0.5425425425425425,0.0
1086,100,0.5430430430430431,0.0
1087,100,0.5435435435435435,0.0
1088,100,0.544044044044044,0.0
1089,100,0.5445445445445446,0.0
1090,100,0.545045045045045,0.0
1091,100,0.5455455455455456,0.0
1092,100,0.546046046046046,0.0
1093,100,0.5465465465465466,0.0
1094,100,0.5470470470470471,0.0
1095,100,0.5475475475475475,0.0
1096,100,0.5480480480480481,0.0
1097,100,0.5485485485485485,0.0
1098,100,0.549049049049049,0.0
1099,100,0.5495495495495496,0.0
1100,100,0.55005005005005,0.0
1101,100,0.5505505505505506,0.0
1102,100,0.551051051051051,0.0
1103,100,0.5515515515515516,0.0
1104,100,0.5520520520520521,0.0
1105,100,0.5525525525525525,0.0
1106,100,0.5530530530530531,0.0
1107,100,0.5535535535535535,0.0
1108,100,0.5540540540540541,0.0
1109,100,0.5545545545545546,0.0
1110,100,0.555055055055055,0.0
1111,100,0.5555555555555556,0.0
1112,100,0.556056056056056,0.0
1113,100,0.5565565565565566,0.0
1114,100,0.5570570570570571,0.0010000000000000009
1115,100,0.5575575575575575,0.0
1116,100,0.5580580580580581,0.0
1117,100,0.5585585585585585,0.0
1118,100,0.5590590590590591,0.0
1119,100,0.5595595595595596,0.0
1120,100,0.56006006006006,0.0
1121,100,0.5605605605605606,0.0
1122,100,0.561061061061061,0.0
1123,100,0.5615615615615616,0.0
1124,100,0.5620620620620621,0.0
1125,100,0.5625625625625625,0.0
1126,100,0.5630630630630631,0.0
1127,100,0.5635635635635635,0.0
1128,100,0.5640640640640641,0.0
1129,100,0.5645645645645646,0.0
1130,100,0.565065065065065,0.0
1131,100,0.5655655655655656,0.0
1132,100,0.566066066066066,0.0
1133,100,0.5665665665665666,0.0
1134,100,0.5670670670670671,0.0
1135,100,0.5675675675675675,0.0
1136,100,0.5680680680680681,0.0
1137,100,0.5685685685685685,0.0
1138,100,0.5690690690690691,0.0
1139,100,0.5695695695695696,0.0
1140,100,0.57007007007007,0.0
1141,100,0.5705705705705706,0.0
1142,100,0.571071071071071,0.0
1143,100,0.5715715715715716,0.0
1144,100,0.5720720720720721,0.0
1145,100,0.5725725725725725,0.0
1146,100,0.5730730730730731,0.0
1147,100,0.5735735735735735,0.0
1148,100,0.5740740740740741,0.0
1149,100,0.5745745745745746,0.0
1150,100,0.575075075075075,0.0
1151,100,0.5755755755755756,0.0
1152,100,0.5760760760760761,0.0
1153,100,0.5765765765765766,0.0010000000000000009
1154,100,0.5770770770770771,0.0
1155,100,0.5775775775775776,0.0
1156,100,0.5780780780780781,0.0
1157,100,0.5785785785785786,0.0
1158,100,0.5790790790790791,0.0
1159,100,0.5795795795795796,0.0
1160,100,0.58008008008008,0.0
1161,100,0.5805805805805806,0.0
1162,100,0.5810810810810811,0.0
1163,100,0.5815815815815816,0.0
1164,100,0.5820820820820821,0.0
1165,100,0.5825825825825826,0.0
1166,100,0.5830830830830831,0.0
1167,100,0.5835835835835836,0.0
1168,100,0.5840840840840841,0.0
1169,100,0.5845845845845846,0.0
1170,100,0.585085085085085,0.0010000000000000009
1171,100,0.5855855855855856,0.0
1172,100,0.5860860860860861,0.0
1173,100,0.5865865865865866,0.0
1174,100,0.5870870870870871,0.0010000000000000009
1175,100,0.5875875875875876,0.0
1176,100,0.5880880880880881,0.0
1177,100,0.5885885885885886,0.0
1178,100,0.5890890890890891,0.0
1179,100,0.5895895895895896,0.0
1180,100,0.5900900900900901,0.0010000000000000009
1181,100,0.5905905905905906,0.0
1182,100,0.5910910910910911,0.0
1183,100,0.5915915915915916,0.0
1184,100,0.5920920920920921,0.0
1185,100,0.5925925925925926,0.0
1186,100,0.5930930930930931,0.0
1187,100,0.5935935935935936,0.0
1188,100,0.5940940940940941,0.0
1189,100,0.5945945945945946,0.0
1190,100,0.5950950950950951,0.0
1191,100,0.5955955955955956,0.0010000000000000009
1192,100,0.5960960960960962,0.0010000000000000009
1193,100,0.5965965965965966,0.0
1194,100,0.5970970970970971,0.0010000000000000009
1195,100,0.5975975975975976,0.0
1196,100,0.5980980980980981,0.0
1197,100,0.5985985985985987,0.0
1198,100,0.5990990990990991,0.0
1199,100,0.5995995995995996,0.0
1200,100,0.6001001001001001,0.0
1201,100,0.6006006006006006,0.0
1202,100,0.6011011011011012,0.0
1203,100,0.6016016016016016,0.0
1204,100,0.6021021021021021,0.0
1205,100,0.6026026026026026,0.0
1206,100,0.6031031031031031,0.0010000000000000009
1207,100,0.6036036036036037,0.0
1208,100,0.6041041041041041,0.0
1209,100,0.6046046046046046,0.0
1210,100,0.6051051051051051,0.0
1211,100,0.6056056056056056,0.0
1212,100,0.6061061061061062,0.0010000000000000009
1213,100,0.6066066066066066,0.0
1214,100,0.6071071071071071,0.0010000000000000009
1215,100,0.6076076076076076,0.0
1216,100,0.6081081081081081,0.0
1217,100,0.6086086086086087,0.0
1218,100,0.6091091091091091,0.0
1219,100,0.6096096096096096,0.0
1220,100,0.6101101101101101,0.0
1221,100,0.6106106106106106,0.0
1222,100,0.6111111111111112,0.0010000000000000009
1223,100,0.6116116116116116,0.0
1224,100,0.6121121121121121,0.0
1225,100,0.6126126126126126,0.0020000000000000018
1226,100,0.6131131131131131,0.0010000000000000009
1227,100,0.6136136136136137,0.0
1228,100,0.6141141141141141,0.0
1229,100,0.6146146146146146,0.0
1230,100,0.6151151151151151,0.0
1231,100,0.6156156156156156,0.0
1232,100,0.6161161161161162,0.0010000000000000009
1233,100,0.6166166166166166,0.0
1234,100,0.6171171171171171,0.0
1235,100,0.6176176176176176,0.0010000000000000009
1236,100,0.6181181181181181,0.0010000000000000009
1237,100,0.6186186186186187,0.0
1238,100,0.6191191191191191,0.0010000000000000009
1239,100,0.6196196196196196,0.0010000000000000009
1240,100,0.6201201201201201,0.0
1241,100,0.6206206206206206,0.0020000000000000018
1242,100,0.6211211211211212,0.0010000000000000009
1243,100,0.6216216216216216,0.0010000000000000009
1244,100,0.6221221221221221,0.0020000000000000018
1245,100,0.6226226226226226,0.0020000000000000018
1246,100,0.6231231231231231,0.0010000000000000009
1247,100,0.6236236236236237,0.0
1248,100,0.6241241241241241,0.0010000000000000009
1249,100,0.6246246246246246,0.0
1250,100,0.6251251251251251,0.0
1251,100,0.6256256256256256,0.0
1252,100,0.6261261261261262,0.0010000000000000009
1253,100,0.6266266266266266,0.0
1254,100,0.6271271271271271,0.0010000000000000009
1255,100,0.6276276276276276,0.0020000000000000018
1256,100,0.6281281281281281,0.0010000000000000009
1257,100,0.6286286286286287,0.0
1258,100,0.6291291291291291,0.0020000000000000018
1259,100,0.6296296296296297,0.0020000000000000018
1260,100,0.6301301301301301,0.0
1261,100,0.6306306306306306,0.0
1262,100,0.6311311311311312,0.0010000000000000009
1263,100,0.6316316316316316,0.0010000000000000009
1264,100,0.6321321321321322,0.0
1265,100,0.6326326326326326,0.0
1266,100,0.6331331331331331,0.0
1267,100,0.6336336336336337,0.0020000000000000018
1268,100,0.6341341341341341,0.0010000000000000009
1269,100,0.6346346346346347,0.0020000000000000018
1270,100,0.6351351351351351,0.0030000000000000027
1271,100,0.6356356356356356,0.0
1272,100,0.6361361361361362,0.0020000000000000018
1273,100,0.6366366366366366,0.0010000000000000009
1274,100,0.6371371371371372,0.0
1275,100,0.6376376376376376,0.0
1276,100,0.6381381381381381,0.0
1277,100,0.6386386386386387,0.0020000000000000018
1278,100,0.6391391391391391,0.0
1279,100,0.6396396396396397,0.0010000000000000009
1280,100,0.6401401401401401,0.0020000000000000018
1281,100,0.6406406406406406,0.0010000000000000009
1282,100,0.6411411411411412,0.0020000000000000018
1283,100,0.6416416416416416,0.0010000000000000009
1284,100,0.6421421421421422,0.0010000000000000009
1285,100,0.6426426426426426,0.0020000000000000018
1286,100,0.6431431431431431,0.0
1287,100,0.6436436436436437,0.0
1288,100,0.6441441441441441,0.0
1289,100,0.6446446446446447,0.0010000000000000009
1290,100,0.6451451451451451,0.0
1291,100,0.6456456456456456,0.0010000000000000009
1292,100,0.6461461461461462,0.0030000000000000027
1293,100,0.6466466466466466,0.0020000000000000018
1294,100,0.6471471471471472,0.0
1295,100,0.6476476476476476,0.0030000000000000027
1296,100,0.6481481481481481,0.0
1297,100,0.6486486486486487,0.0
1298,100,0.6491491491491491,0.0010000000000000009
1299,100,0.6496496496496497,0.0030000000000000027
1300,100,0.6501501501501501,0.0
1301,100,0.6506506506506506,0.0010000000000000009
1302,100,0.6511511511511512,0.0010000000000000009
1303,100,0.6516516516516516,0.0020000000000000018
1304,100,0.6521521521521522,0.0020000000000000018
1305,100,0.6526526526526526,0.0030000000000000027
1306,100,0.6531531531531531,0.0020000000000000018
1307,100,0.6536536536536537,0.0050000000000000044
1308,100,0.6541541541541541,0.0020000000000000018
1309,100,0.6546546546546547,0.0020000000000000018
1310,100,0.6551551551551551,0.0020000000000000018
1311,100,0.6556556556556556,0.0010000000000000009
1312,100,0.6561561561561562,0.0020000000000000018
1313,100,0.6566566566566566,0.0
1314,100,0.6571571571571572,0.0
1315,100,0.6576576576576576,0.0040000000000000036
1316,100,0.6581581581581581,0.0020000000000000018
1317,100,0.6586586586586587,0.0010000000000000009
1318,100,0.6591591591591591,0.0020000000000000018
1319,100,0.6596596596596597,0.0010000000000000009
1320,100,0.6601601601601601,0.0010000000000000009
1321,100,0.6606606606606606,0.0040000000000000036
1322,100,0.6611611611611612,0.0
1323,100,0.6616616616616616,0.0010000000000000009
1324,100,0.6621621621621622,0.0010000000000000009
1325,100,0.6626626626626626,0.0050000000000000044
1326,100,0.6631631631631631,0.0
1327,100,0.6636636636636637,0.0010000000000000009
1328,100,0.6641641641641641,0.0040000000000000036
1329,100,0.6646646646646647,0.0020000000000000018
1330,100,0.6651651651651651,0.0040000000000000036
1331,100,0.6656656656656657,0.0
1332,100,0.6661661661661662,0.0020000000000000018
1333,100,0.6666666666666666,0.0020000000000000018
1334,100,0.6671671671671672,0.0040000000000000036
1335,100,0.6676676676676676,0.0020000000000000018
1336,100,0.6681681681681682,0.0020000000000000018
1337,100,0.6686686686686687,0.0030000000000000027
1338,100,0.6691691691691691,0.0010000000000000009
1339,100,0.6696696696696697,0.0010000000000000009
1340,100,0.6701701701701701,0.0010000000000000009
1341,100,0.6706706706706707,0.0010000000000000009
1342,100,0.6711711711711712,0.0020000000000000018
1343,100,0.6716716716716716,0.0020000000000000018
1344,100,0.6721721721721722,0.0020000000000000018
1345,100,0.6726726726726726,0.0010000000000000009
1346,100,0.6731731731731732,0.0
1347,100,0.6736736736736737,0.0040000000000000036
1348,100,0.6741741741741741,0.0
1349,100,0.6746746746746747,0.0030000000000000027
1350,100,0.6751751751751751,0.0040000000000000036
1351,100,0.6756756756756757,0.0040000000000000036
1352,100,0.6761761761761762,0.0040000000000000036
1353,100,0.6766766766766766,0.0030000000000000027
1354,100,0.6771771771771772,0.0010000000000000009
1355,100,0.6776776776776776,0.0010000000000000009
1356,100,0.6781781781781782,0.0030000000000000027
1357,100,0.6786786786786787,0.0010000000000000009
1358,100,0.6791791791791791,0.0010000000000000009
1359,100,0.6796796796796797,0.0010000000000000009
1360,100,0.6801801801801801,0.0030000000000000027
1361,100,0.6806806806806807,0.0040000000000000036
1362,100,0.6811811811811812,0.0020000000000000018
1363,100,0.6816816816816816,0.0020000000000000018
1364,100,0.6821821821821822,0.0030000000000000027
1365,100,0.6826826826826826,0.0040000000000000036
1366,100,0.6831831831831832,0.0020000000000000018
1367,100,0.6836836836836837,0.0030000000000000027
1368,100,0.6841841841841843,0.0040000000000000036
1369,100,0.6846846846846847,0.0040000000000000036
1370,100,0.6851851851851851,0.0040000000000000036
1371,100,0.6856856856856857,0.0030000000000000027
1372,100,0.6861861861861862,0.0050000000000000044
