,N,Delta,Alpha
324,50,0.6621621621621622,0.008000000000000007
325,50,0.6626626626626626,0.007000000000000006
326,50,0.6631631631631631,0.01100000000000001
327,50,0.6636636636636637,0.01100000000000001
328,50,0.6641641641641641,0.010000000000000009
329,50,0.6646646646646647,0.010000000000000009
330,50,0.6651651651651651,0.006000000000000005
331,50,0.6656656656656657,0.006000000000000005
332,50,0.6661661661661662,0.007000000000000006
333,50,0.6666666666666666,0.008000000000000007
334,50,0.6671671671671672,0.013000000000000012
335,50,0.6676676676676676,0.008000000000000007
336,50,0.6681681681681682,0.009000000000000008
337,50,0.6686686686686687,0.009000000000000008
338,50,0.6691691691691691,0.007000000000000006
339,50,0.6696696696696697,0.008000000000000007
340,50,0.6701701701701701,0.006000000000000005
341,50,0.6706706706706707,0.010000000000000009
342,50,0.6711711711711712,0.01200000000000001
343,50,0.6716716716716716,0.007000000000000006
344,50,0.6721721721721722,0.0040000000000000036
345,50,0.6726726726726726,0.01200000000000001
346,50,0.6731731731731732,0.009000000000000008
347,50,0.6736736736736737,0.01100000000000001
348,50,0.6741741741741741,0.01200000000000001
349,50,0.6746746746746747,0.0040000000000000036
350,50,0.6751751751751751,0.015000000000000013
351,50,0.6756756756756757,0.014000000000000012
352,50,0.6761761761761762,0.009000000000000008
353,50,0.6766766766766766,0.014000000000000012
354,50,0.6771771771771772,0.01100000000000001
355,50,0.6776776776776776,0.008000000000000007
356,50,0.6781781781781782,0.0050000000000000044
357,50,0.6786786786786787,0.01200000000000001
358,50,0.6791791791791791,0.0050000000000000044
359,50,0.6796796796796797,0.010000000000000009
360,50,0.6801801801801801,0.008000000000000007
361,50,0.6806806806806807,0.01100000000000001
362,50,0.6811811811811812,0.010000000000000009
363,50,0.6816816816816816,0.009000000000000008
364,50,0.6821821821821822,0.010000000000000009
365,50,0.6826826826826826,0.01100000000000001
366,50,0.6831831831831832,0.009000000000000008
367,50,0.6836836836836837,0.007000000000000006
368,50,0.6841841841841843,0.006000000000000005
369,50,0.6846846846846847,0.015000000000000013
370,50,0.6851851851851851,0.009000000000000008
371,50,0.6856856856856857,0.010000000000000009
372,50,0.6861861861861862,0.010000000000000009
373,50,0.6866866866866868,0.01200000000000001
374,50,0.6871871871871872,0.010000000000000009
375,50,0.6876876876876876,0.0030000000000000027
376,50,0.6881881881881882,0.018000000000000016
377,50,0.6886886886886887,0.013000000000000012
378,50,0.6891891891891893,0.015000000000000013
379,50,0.6896896896896897,0.01100000000000001
380,50,0.6901901901901901,0.016000000000000014
381,50,0.6906906906906907,0.01200000000000001
382,50,0.6911911911911912,0.015000000000000013
383,50,0.6916916916916918,0.009000000000000008
384,50,0.6921921921921922,0.0020000000000000018
385,50,0.6926926926926926,0.015000000000000013
386,50,0.6931931931931932,0.016000000000000014
387,50,0.6936936936936937,0.01200000000000001
388,50,0.6941941941941943,0.017000000000000015
389,50,0.6946946946946947,0.010000000000000009
390,50,0.6951951951951951,0.008000000000000007
391,50,0.6956956956956957,0.015000000000000013
392,50,0.6961961961961962,0.013000000000000012
393,50,0.6966966966966968,0.01100000000000001
394,50,0.6971971971971972,0.020000000000000018
395,50,0.6976976976976976,0.017000000000000015
396,50,0.6981981981981982,0.015000000000000013
397,50,0.6986986986986987,0.02100000000000002
398,50,0.6991991991991993,0.015000000000000013
399,50,0.6996996996996997,0.013000000000000012
400,50,0.7002002002002001,0.016000000000000014
401,50,0.7007007007007007,0.010000000000000009
402,50,0.7012012012012012,0.014000000000000012
403,50,0.7017017017017018,0.01100000000000001
404,50,0.7022022022022022,0.018000000000000016
405,50,0.7027027027027027,0.02200000000000002
406,50,0.7032032032032032,0.015000000000000013
407,50,0.7037037037037037,0.018000000000000016
408,50,0.7042042042042043,0.014000000000000012
409,50,0.7047047047047047,0.019000000000000017
410,50,0.7052052052052052,0.01100000000000001
411,50,0.7057057057057057,0.018000000000000016
412,50,0.7062062062062062,0.020000000000000018
413,50,0.7067067067067068,0.015000000000000013
414,50,0.7072072072072072,0.020000000000000018
415,50,0.7077077077077077,0.015000000000000013
416,50,0.7082082082082082,0.025000000000000022
417,50,0.7087087087087087,0.016000000000000014
418,50,0.7092092092092093,0.020000000000000018
419,50,0.7097097097097097,0.018000000000000016
420,50,0.7102102102102102,0.019000000000000017
421,50,0.7107107107107107,0.017000000000000015
422,50,0.7112112112112112,0.019000000000000017
423,50,0.7117117117117118,0.01100000000000001
424,50,0.7122122122122122,0.014000000000000012
425,50,0.7127127127127127,0.018000000000000016
426,50,0.7132132132132132,0.02100000000000002
427,50,0.7137137137137137,0.020000000000000018
428,50,0.7142142142142143,0.02100000000000002
429,50,0.7147147147147147,0.018000000000000016
430,50,0.7152152152152152,0.02200000000000002
431,50,0.7157157157157157,0.01200000000000001
432,50,0.7162162162162162,0.015000000000000013
433,50,0.7167167167167168,0.019000000000000017
434,50,0.7172172172172172,0.019000000000000017
435,50,0.7177177177177178,0.02100000000000002
436,50,0.7182182182182182,0.019000000000000017
437,50,0.7187187187187187,0.02300000000000002
438,50,0.7192192192192193,0.028000000000000025
439,50,0.7197197197197197,0.025000000000000022
440,50,0.7202202202202203,0.02100000000000002
441,50,0.7207207207207207,0.018000000000000016
442,50,0.7212212212212212,0.02200000000000002
443,50,0.7217217217217218,0.017000000000000015
444,50,0.7222222222222222,0.015000000000000013
445,50,0.7227227227227228,0.026000000000000023
446,50,0.7232232232232232,0.026000000000000023
447,50,0.7237237237237237,0.029000000000000026
448,50,0.7242242242242243,0.026000000000000023
449,50,0.7247247247247247,0.02300000000000002
450,50,0.7252252252252253,0.010000000000000009
451,50,0.7257257257257257,0.016000000000000014
452,50,0.7262262262262262,0.02100000000000002
453,50,0.7267267267267268,0.027000000000000024
454,50,0.7272272272272272,0.03200000000000003
455,50,0.7277277277277278,0.03300000000000003
456,50,0.7282282282282282,0.027000000000000024
457,50,0.7287287287287287,0.02100000000000002
458,50,0.7292292292292293,0.030000000000000027
459,50,0.7297297297297297,0.030000000000000027
460,50,0.7302302302302303,0.028000000000000025
461,50,0.7307307307307307,0.02200000000000002
462,50,0.7312312312312312,0.025000000000000022
463,50,0.7317317317317318,0.017000000000000015
464,50,0.7322322322322322,0.020000000000000018
465,50,0.7327327327327328,0.025000000000000022
466,50,0.7332332332332332,0.025000000000000022
467,50,0.7337337337337337,0.025000000000000022
468,50,0.7342342342342343,0.028000000000000025
469,50,0.7347347347347347,0.029000000000000026
470,50,0.7352352352352353,0.025000000000000022
471,50,0.7357357357357357,0.020000000000000018
472,50,0.7362362362362362,0.02400000000000002
473,50,0.7367367367367368,0.029000000000000026
474,50,0.7372372372372372,0.031000000000000028
475,50,0.7377377377377378,0.029000000000000026
476,50,0.7382382382382382,0.03400000000000003
477,50,0.7387387387387387,0.03300000000000003
478,50,0.7392392392392393,0.028000000000000025
479,50,0.7397397397397397,0.03500000000000003
480,50,0.7402402402402403,0.038000000000000034
481,50,0.7407407407407407,0.030000000000000027
482,50,0.7412412412412412,0.030000000000000027
483,50,0.7417417417417418,0.03300000000000003
484,50,0.7422422422422422,0.03600000000000003
485,50,0.7427427427427428,0.031000000000000028
486,50,0.7432432432432432,0.028000000000000025
487,50,0.7437437437437437,0.018000000000000016
488,50,0.7442442442442443,0.028000000000000025
489,50,0.7447447447447447,0.028000000000000025
490,50,0.7452452452452453,0.030000000000000027
491,50,0.7457457457457457,0.03500000000000003
492,50,0.7462462462462462,0.039000000000000035
493,50,0.7467467467467468,0.041000000000000036
494,50,0.7472472472472472,0.025000000000000022
495,50,0.7477477477477478,0.03400000000000003
496,50,0.7482482482482482,0.039000000000000035
497,50,0.7487487487487487,0.04500000000000004
498,50,0.7492492492492493,0.041000000000000036
499,50,0.7497497497497497,0.03500000000000003
500,50,0.7502502502502503,0.03700000000000003
501,50,0.7507507507507507,0.030000000000000027
502,50,0.7512512512512513,0.04700000000000004
503,50,0.7517517517517518,0.041000000000000036
504,50,0.7522522522522522,0.03200000000000003
505,50,0.7527527527527528,0.03700000000000003
506,50,0.7532532532532532,0.040000000000000036
507,50,0.7537537537537538,0.040000000000000036
508,50,0.7542542542542543,0.040000000000000036
509,50,0.7547547547547547,0.039000000000000035
510,50,0.7552552552552553,0.039000000000000035
511,50,0.7557557557557557,0.04300000000000004
512,50,0.7562562562562563,0.038000000000000034
513,50,0.7567567567567568,0.03500000000000003
514,50,0.7572572572572572,0.040000000000000036
515,50,0.7577577577577578,0.03200000000000003
516,50,0.7582582582582582,0.039000000000000035
517,50,0.7587587587587588,0.050000000000000044
518,50,0.7592592592592593,0.05600000000000005
519,50,0.7597597597597597,0.04200000000000004
520,50,0.7602602602602603,0.050000000000000044
521,50,0.7607607607607607,0.04400000000000004
522,50,0.7612612612612613,0.040000000000000036
523,50,0.7617617617617618,0.050000000000000044
524,50,0.7622622622622622,0.05500000000000005
525,50,0.7627627627627628,0.04200000000000004
526,50,0.7632632632632632,0.05800000000000005
527,50,0.7637637637637638,0.04300000000000004
528,50,0.7642642642642643,0.051000000000000045
529,50,0.7647647647647647,0.03600000000000003
530,50,0.7652652652652653,0.040000000000000036
531,50,0.7657657657657657,0.04800000000000004
532,50,0.7662662662662663,0.06000000000000005
533,50,0.7667667667667668,0.04700000000000004
534,50,0.7672672672672672,0.04600000000000004
535,50,0.7677677677677678,0.051000000000000045
536,50,0.7682682682682682,0.052000000000000046
537,50,0.7687687687687688,0.04800000000000004
538,50,0.7692692692692693,0.050000000000000044
539,50,0.7697697697697697,0.061000000000000054
540,50,0.7702702702702703,0.04700000000000004
541,50,0.7707707707707707,0.05400000000000005
542,50,0.7712712712712713,0.05800000000000005
543,50,0.7717717717717718,0.05400000000000005
544,50,0.7722722722722722,0.05800000000000005
545,50,0.7727727727727728,0.04800000000000004
546,50,0.7732732732732732,0.04600000000000004
547,50,0.7737737737737738,0.06399999999999995
548,50,0.7742742742742743,0.05300000000000005
549,50,0.7747747747747749,0.05700000000000005
550,50,0.7752752752752753,0.051000000000000045
551,50,0.7757757757757757,0.05800000000000005
552,50,0.7762762762762763,0.05400000000000005
553,50,0.7767767767767768,0.04700000000000004
554,50,0.7772772772772774,0.06000000000000005
555,50,0.7777777777777778,0.061000000000000054
556,50,0.7782782782782782,0.06399999999999995
557,50,0.7787787787787788,0.05400000000000005
558,50,0.7792792792792793,0.04500000000000004
559,50,0.7797797797797799,0.06999999999999995
560,50,0.7802802802802803,0.05300000000000005
561,50,0.7807807807807807,0.05600000000000005
562,50,0.7812812812812813,0.04400000000000004
563,50,0.7817817817817818,0.07499999999999996
564,50,0.7822822822822824,0.06699999999999995
565,50,0.7827827827827828,0.041000000000000036
566,50,0.7832832832832832,0.06499999999999995
567,50,0.7837837837837838,0.06299999999999994
568,50,0.7842842842842843,0.049000000000000044
569,50,0.7847847847847849,0.06299999999999994
570,50,0.7852852852852853,0.05800000000000005
571,50,0.7857857857857857,0.05300000000000005
572,50,0.7862862862862863,0.07499999999999996
573,50,0.7867867867867868,0.05800000000000005
574,50,0.7872872872872874,0.07399999999999995
575,50,0.7877877877877878,0.05800000000000005
576,50,0.7882882882882882,0.06399999999999995
577,50,0.7887887887887888,0.05800000000000005
578,50,0.7892892892892893,0.07999999999999996
579,50,0.7897897897897899,0.05700000000000005
580,50,0.7902902902902903,0.06999999999999995
581,50,0.7907907907907907,0.05500000000000005
582,50,0.7912912912912913,0.09199999999999997
583,50,0.7917917917917918,0.062000000000000055
584,50,0.7922922922922924,0.06899999999999995
585,50,0.7927927927927928,0.06299999999999994
586,50,0.7932932932932932,0.07099999999999995
587,50,0.7937937937937938,0.06899999999999995
588,50,0.7942942942942943,0.07099999999999995
589,50,0.7947947947947949,0.07099999999999995
590,50,0.7952952952952953,0.07699999999999996
591,50,0.7957957957957957,0.08199999999999996
592,50,0.7962962962962963,0.07399999999999995
593,50,0.7967967967967968,0.07399999999999995
594,50,0.7972972972972974,0.08099999999999996
595,50,0.7977977977977978,0.07299999999999995
596,50,0.7982982982982982,0.07499999999999996
597,50,0.7987987987987988,0.05900000000000005
598,50,0.7992992992992993,0.08199999999999996
599,50,0.7997997997997999,0.07999999999999996
600,50,0.8003003003003003,0.08599999999999997
601,50,0.8008008008008007,0.07899999999999996
602,50,0.8013013013013013,0.07099999999999995
603,50,0.8018018018018018,0.07499999999999996
604,50,0.8023023023023024,0.06799999999999995
605,50,0.8028028028028028,0.07999999999999996
606,50,0.8033033033033032,0.08099999999999996
607,50,0.8038038038038038,0.06299999999999994
608,50,0.8043043043043043,0.10499999999999998
609,50,0.8048048048048049,0.09299999999999997
610,50,0.8053053053053053,0.08899999999999997
611,50,0.8058058058058057,0.08599999999999997
612,50,0.8063063063063063,0.09599999999999997
613,50,0.8068068068068068,0.09199999999999997
614,50,0.8073073073073074,0.09599999999999997
615,50,0.8078078078078078,0.07599999999999996
616,50,0.8083083083083082,0.07199999999999995
617,50,0.8088088088088088,0.10399999999999998
618,50,0.8093093093093093,0.08599999999999997
619,50,0.8098098098098099,0.10699999999999998
620,50,0.8103103103103103,0.10299999999999998
621,50,0.8108108108108107,0.07699999999999996
622,50,0.8113113113113113,0.08899999999999997
623,50,0.8118118118118118,0.09699999999999998
624,50,0.8123123123123124,0.09199999999999997
625,50,0.8128128128128128,0.08399999999999996
626,50,0.8133133133133132,0.09699999999999998
627,50,0.8138138138138138,0.09299999999999997
628,50,0.8143143143143143,0.09399999999999997
629,50,0.8148148148148149,0.09299999999999997
630,50,0.8153153153153153,0.11099999999999999
631,50,0.8158158158158157,0.08899999999999997
632,50,0.8163163163163163,0.10499999999999998
633,50,0.8168168168168168,0.08699999999999997
634,50,0.8173173173173174,0.10499999999999998
635,50,0.8178178178178178,0.09699999999999998
636,50,0.8183183183183182,0.09399999999999997
637,50,0.8188188188188188,0.124
638,50,0.8193193193193193,0.10999999999999999
639,50,0.8198198198198199,0.128
640,50,0.8203203203203203,0.08899999999999997
641,50,0.8208208208208208,0.10699999999999998
642,50,0.8213213213213213,0.11399999999999999
643,50,0.8218218218218218,0.10599999999999998
644,50,0.8223223223223224,0.09099999999999997
645,50,0.8228228228228228,0.118
646,50,0.8233233233233233,0.11399999999999999
647,50,0.8238238238238238,0.10999999999999999
648,50,0.8243243243243243,0.09499999999999997
649,50,0.8248248248248249,0.11399999999999999
650,50,0.8253253253253253,0.10699999999999998
651,50,0.8258258258258258,0.123
652,50,0.8263263263263263,0.119
653,50,0.8268268268268268,0.11199999999999999
654,50,0.8273273273273274,0.132
655,50,0.8278278278278278,0.128
656,50,0.8283283283283283,0.10599999999999998
